index,source_id,source_path,file_type,document_char_count,document_word_count,chunk_count,avg_chunk_words,max_chunk_words,min_chunk_words,status
37,1ItmcxwBKoqEU2CX7LlCiOJRviTe_rCQlIKqAbXNz0HQ,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/SRR/FIS SRR Notes,txt,3654,689,1,689.0,689,689,ok
38,12tM8-XkHcoZLx-TGs-IArF7Qwl5C6_UmYGmMpR5y6oE,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Templates/Check Valve Troubleshoot Task Document ,txt,4755,803,1,866.0,866,866,ok
39,1jN6qtEXvA2LKTY5_ILvoM-axjloI27tx8yp-8Fnl7mY,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Templates/Copy of Task Document Template,txt,369,47,1,47.0,47,47,ok
40,1xcYWDAlUg5ryvbeNHmn94itR7u8kh7l8UInG-uKaFsk,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Testing team structure,txt,177,28,1,28.0,28,28,ok
41,1kzqXV4h8QIg-6MeU3rb1Dn1gnDyg_dHc--Qf4AgWIko,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Testing Tasks,txt,4087,772,1,772.0,772,772,ok
42,1SwX6lf-_Br9P844X-fjUTUvnZ7dkRXukNluGxjtfF_w,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Tube sızıng,txt,705,161,1,161.0,161,161,ok
43,15x1Ly0Gz6R0SoCDDTHTJ8K4x46P8VYeYokOr1N6QZIk,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Globe Valve Search for E-Reg,txt,278,45,1,45.0,45,45,ok
44,1lZhurOJCNQdjcwpXxO0gFntDul7xQjOkIbVZ4TAtIH0,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Nitrogen tanks on ground?,txt,1407,259,1,259.0,259,259,ok
45,1AsxysV1SmV5Kr4Jele9eUY-Rthm0u971brmeYAjpmpA,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Test Stand Procedures and Safety,txt,3606,619,1,619.0,619,619,ok
46,1f_-jrZy6ntob_5elg6xnN2I84iIZjbLi_r5l5zA9Dlc,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Shopping list,txt,226,36,1,36.0,36,36,ok
47,1iqdn-99D9zD1jEh9GVyS3C6eN-whc1i15bHEryemqvQ,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Testing Links,txt,2076,185,1,185.0,185,185,ok
48,10PCHPJaKD2Fz6IjCODZGWbAi8woLQKeNzUIi0piQ6uY,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Testing Procedure Draft,txt,879,159,1,159.0,159,159,ok
49,1NkmHZznDD0Hhe9lHTDYvvFNpqdqfd1hcptWgO8-zekw,Technical Teams/Fluids and Internal Structures/Archive/Arduino Code/RAND-E Pressure Transducers,txt,8078,1156,2,584.5,784,385,ok
50,14rMYcNOsUK6bA4CJDl1YpehBjvojWjpG0EM0OkEM79g,Technical Teams/Fluids and Internal Structures/Archive/Grunt OF Analysis,txt,1666,292,1,292.0,292,292,ok
51,1jFBJaEXsbmFdffSjpCLZ0cgifjOCed26_uun_RF5oGA,Technical Teams/Fluids and Internal Structures/Archive/Proposed Source of Truth Requirements,txt,1909,301,1,301.0,301,301,ok
