index,source_id,source_path,file_type,document_char_count,document_word_count,chunk_count,avg_chunk_words,max_chunk_words,min_chunk_words,status
133,1jcRONTllvQ8z7rXx5BIjj2K_ijK2WSra,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_7.00s.csv,csv,21253,2606,3,868.67,900,807,ok
134,1a3Y38oTdjwsEyR0iWIorLRFDLfuIqQ75,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_13.00s.csv,csv,40429,4832,6,805.33,900,333,ok
135,1s-UxjseHweyt1zB-OHY4mUbsCy_67mlv,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_10.50s.csv,csv,32275,3905,5,781.0,900,306,ok
136,19FJBLIHmR0u5CQgDw6NTshf0OHMUzK4R,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_9.50s.csv,csv,29011,3533,4,883.25,900,834,ok
137,18U7nv3XWunkRBkEHsfGCrB3yGfHd34Qt,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_11.50s.csv,csv,35482,4274,5,854.8,900,675,ok
138,1_gh7BhdzSm6Xbwv60g-yIizqVUC3GBCo,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/Python Script Results/thrust_curve_6.50s.csv,csv,19769,2420,3,806.67,900,621,ok
139,1HEyzz-4r66bFpDosSn7akeUGp3jMr8I_,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/output.csv,csv,8539,1005,1,1005.0,1005,1005,ok
140,13vc_4Jz4iAPbpOMoUkCLJZw7_X9F02k7,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Compiled CSV Files/thrust_curve_7.50s.csv,csv,22755,2792,3,930.67,993,899,ok
141,1wbwGjszLvls5U6He-yxgDxzbfHA06TFg,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Vivek_Limaye___Drag_Analysis_for_LRI.pdf,pdf,8042,2701,5,540.2,890,206,ok
142,1-omYlzKByWNt3rkQPup1EVHZqBa189w2yNANWtUzOIQ,Technical Teams/Fluids and Internal Structures/FIS Structures/Open Rocket/Drag Analysis with New Thrust Curve/Drag Analysis,txt,114,16,1,16.0,16,16,ok
143,1uiwCbpiwCY8jSQGzW-fK1lyd-nfPxFX2JTOI1m-Pd60,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/Structures Useful Links,txt,263,10,1,10.0,10,10,ok
144,1kcOsfOghzYoWVwHjke1IsgS6XtXBYanvWd4yIh10olw,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/Structural Design Research,txt,513,82,1,82.0,82,82,ok
145,1CzvSpm8HOcfWZ3Wk_bBXjfbMXI8AosTX1VExDnI3DoQ,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/General Research,txt,636,58,1,58.0,58,58,ok
146,1MPNRMbAldZeplGiqfU4m4NFAiUTRLIy6,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/EUREKA-1 Technical Report 2024-03-12 21_07_02.pdf,pdf,205127,38130,63,737.54,981,246,ok
147,168tKftoOlZwVvTOgtnJ5Fp47sj7e6K7T,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/TREL_December_Newsletter_1733850010 2024-12-10 17_00_49.pdf,pdf,19625,3105,5,772.4,866,704,ok
148,1ZIXnpxKFgbcK3vbM1ZjACtKm90vt20sc,Technical Teams/Fluids and Internal Structures/FIS Structures/Resources/TREL_November_Newsletter_1731075381 2024-11-08 14_16_48.pdf,pdf,15620,2521,5,670.8,806,344,ok
149,10ptZB2kTCsdddboat6_vcqs77J2YORDv05Y7yt9bGkA,Technical Teams/Fluids and Internal Structures/FIS Structures/Copy of Meeting Slides Template,pdf,502,85,1,85.0,85,85,ok
150,1NrjbbV8Cc48WbrbV_5HoExxiW-OsFJvaM3-j_Lfhs9o,Technical Teams/Fluids and Internal Structures/FIS Structures/Meeting Slides Template,pdf,72,14,1,14.0,14,14,ok
151,1vlrEUtpOxU6o5v3lFAXitkH28kKr8enLBmLGipIYjPs,Technical Teams/Fluids and Internal Structures/FIS Fluids/P&ID Justification FIS 2025 (9/24),txt,7615,1410,2,722.5,795,650,ok
152,19OyQDN6KgcVbSVxhOM9F5I6vw4-cNgXGJuwSzI8HkWI,Technical Teams/Fluids and Internal Structures/FIS Fluids/Rules and Regulations,txt,3201,502,1,502.0,502,502,ok
153,1CGq9U5oCpO4LSVAyIXPOIIfALuRghw-XKQEZmTkboOs,Technical Teams/Fluids and Internal Structures/FIS Fluids/Line Sizing Calculator/Guide to Line Sizing Calculator,txt,4491,757,1,757.0,757,757,ok
154,1m9dxYuk5unK36Zdd4xNZ_VFOkC23j3J5JosPWF_lALs,Technical Teams/Fluids and Internal Structures/FIS Fluids/Sources Document,txt,968,143,1,143.0,143,143,ok
155,1Td4udYOjHovEmPRZyMbCAGw4Og5kICznRZ442Jk2eYc,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/FIS Torque Specifications,txt,2335,415,1,415.0,415,415,ok
156,1WbZNNXpJBwvxgV8WIU96mU42g_E5sWGV,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Fluids Onboarding Links.docx,docx,468,37,1,37.0,37,37,ok
157,1NFkQRpJvnTrlZh5gwd6FBizG2M3S6bXw,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Pressure Reg Documentation/Glossary-of-Terms - Swagelok REGS.pdf,pdf,2688,414,1,414.0,414,414,ok
158,1VlZdhoTISi9kw0e0EcfQqdshON3WLX4X,Technical Teams/Fluids and Internal Structures/FIS Fluids/Fluids resources/Pressure Reg Documentation/Flow-Chart-Data - Swagelok REGS.pdf,pdf,30661,5932,13,715.69,874,570,ok
159,1zmOg2wEWhmOcjuWwu_F_OazIHnUZoR464WFbDOaCIP4,Technical Teams/Fluids and Internal Structures/Simulink/Copy of Modeling a LOx tank in Simulink,txt,3192,495,1,495.0,495,495,ok
160,1oXv0xTBpFL6YHcbQkmtVUUtC7nPNEv4S07LBQeNEXkw,Technical Teams/Pumps/Project Documentation/Pumps Test Stand Documentation,txt,992,177,1,177.0,177,177,ok
161,1JWMW06DLCqzW1r8vw_Ks9XQXUJa4VU5dHA2iLAs1mkM,Technical Teams/Pumps/Fall 2025 Onboarding/Geyser Mk. II Documentation,txt,53312,9111,15,767.93,868,707,ok
162,19zPq99Tpeywx7UX5ycQFCAGcne0K7asvsQuAlnNfUCY,Technical Teams/Pumps/Fall 2025 Onboarding/Pumps Team Intro,pdf,6584,1081,2,544.0,726,362,ok
163,1IsEdrCJJXHwf-q07dCBkQ-t0246-UUVTk1e-vrXGwJo,Technical Teams/Pumps/Fall 2025 Onboarding/Pumps Systems,pdf,7952,1260,2,654.5,770,539,ok
164,1ovXeKW3rxvZ6W4az17Z2oZVXwhw5scaCQaORqaJDJAo,Technical Teams/Pumps/Fall 2025 Onboarding/Pumps Team Intro Notes,txt,8726,1446,2,724.5,761,688,ok
165,1yuPRxudCY-H3F5iFVtiN6AYSw9wcvf93IaL8a5XCQiY,Technical Teams/Pumps/Fall 2025 Projects/Pumps Projects Template,txt,784,127,1,127.0,127,127,ok
166,1FnpyvXszDTcKvePkSHBbXk5_xNa8my0lPoa9kUfFZRk,Technical Teams/Pumps/Fall 2025 Projects/Bearing Improvements/Bearing Improvements Documentation,txt,5224,825,1,826.0,826,826,ok
167,1GRAki0y2aeNplQ97TjPeBa9odt1cZ9iPBoW9DUQLPBI,Technical Teams/Pumps/Fall 2025 Projects/CAD/Part Selection/Testing CAD/Part selection,txt,2705,457,1,457.0,457,457,ok
168,16ag1u-WLadDW8YBLifqBaXef9F8pgixG0vDa826VeN4,Technical Teams/Pumps/Fall 2025 Projects/Power Electronics/Power Documentation,txt,8322,1263,2,638.5,765,512,ok
169,1dpVTQnODjGzv78Opw8e_uGE2FQAKFz5ENmqONkWhPyc,Technical Teams/Pumps/Fall 2025 Projects/Power Electronics/Weekly Updates Power Electronics ,txt,1164,190,1,190.0,190,190,ok
170,1gnSOD6Mu9EiIFr6wqKIg4BzR7usSnqO87pYPSFeT24U,Technical Teams/Pumps/Fall 2025 Projects/E-Hardware/E-Hardware Documentation,txt,4376,736,1,736.0,736,736,ok
171,1iDPSyXhnbFpeSoWJivax2xnMQlhPYgFxq8V74ZzTe9o,Technical Teams/Pumps/Fall 2025 Projects/Software/Software Documentation,txt,9037,1414,3,644.33,765,441,ok
172,1UOMpg6wLxHuU8DsJq_PWKbc6a2qfyIaU,Technical Teams/Pumps/Fall 2025 Projects/Software/castle_link_live_2_0.pdf,pdf,8757,1540,3,651.0,791,427,ok
173,1EBuGn9pUpWfUT30xyI1TAWuxEqIW7etAmWe03RIU2bE,Technical Teams/Pumps/Fall 2025 Projects/Software/RAND-E Software Adaptation Analysis,txt,3582,529,1,529.0,529,529,ok
174,1SqhcrrT7Tai5LXFFYznO9GdvwyOP0K-8V41WDiwakok,Technical Teams/Pumps/Fall 2025 Projects/Rotordynamics/Rotordynamics Documentation,txt,7139,995,2,500.0,787,213,ok
175,1OOHTF9P-CdW115DxKc5ZvkmJKAZ7EZ4RpAHJPqX0l6M,Technical Teams/Pumps/Fall 2025 Projects/Impeller Resize/Impeller Resizing Documentation,txt,7384,1181,2,615.0,720,510,ok
176,1Z2rnCebbFKtQsbuuonDfsyl20DzuoPLxeMda17XrsFg,Technical Teams/Pumps/Fall 2025 Projects/Housing Optimization/Housing Optimization Documentation,txt,7344,1258,2,649.5,761,538,ok
177,19rJcv7U9_eA0yXfzS_fGvcf6ZVvvN9VUpXBQNRRDsWA,Technical Teams/Pumps/Fall 2025 Projects/Shaft Seal/Shaft Seal Documentation,txt,2355,375,1,375.0,375,375,ok
178,146Ms5RqvDLT5KOSpzKKwiNQ5eBU20Tct5zNSJ3odevA,Technical Teams/Pumps/Fall 2025 Projects/Shaft Seal/ Mk. II Documentation With Annotations,txt,54122,9251,15,742.4,868,472,ok
179,1vH2bpAedKm8JOKt2nhpL8gEkVp_6mQmSoLKbpdxX7Wg,Technical Teams/Pumps/General Tools/Screws and Bolts/How to use a screw chart,txt,2804,516,1,516.0,516,516,ok
180,1rOZxnbm3lO7c5r0Jo_iL9b5kTConiG50LOKt5_dkc2Y,Technical Teams/Pumps/Pumps Testing/FMECA/Pumps FMECA planning,txt,670,76,1,76.0,76,76,ok
181,1QSLM9ek5Ky-GlcCx9zuZMVV0YerbN_VavEwZxGl6FUc,Technical Teams/Pumps/Pumps Testing/Test Stand CAD/P&IDs/Testing Stand Documentation,txt,616,90,1,90.0,90,90,ok
182,1SdcJxNGCoKKJnXyBAhPvyjXOJzZ-KWsjdtgnDTCxi_Q,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Pumps questions 2/16/2026,txt,564,113,1,113.0,113,113,ok
183,1fCsGgeRJzP_63r6tYrSV80-5RTdfsPwCc54_L5c88HA,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Fall 2025 Initial testing procedure,txt,1874,326,1,326.0,326,326,ok
184,1VW1kMGQDW8JuIqVcgJX6RaCcB5ePMC-qIWW6MgKFMhI,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Testing Plan Outline,txt,6526,1074,2,537.0,688,386,ok
185,1GagGFGd8byYEbDuCqnG5FL1yUAcTz535yav-owyPGZg,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Pumps Testing Procedure Notes,txt,3608,586,1,586.0,586,586,ok
186,100-AfZ3f8BMrsLE7Fo7mV6rweUZAYovoVscOo-8-W6w,Technical Teams/Pumps/Pumps Testing/Testing Documentation/Testing Plan Document,txt,3506,542,1,542.0,542,542,ok
187,1TurHGWfUsn7aI_bAGUoMqD96DACF5lCfD5QUttrtwTI,Technical Teams/Pumps/Pumps Testing/Testing Research/Testing Research 2024/Pump Test Stand Valves,txt,736,128,1,128.0,128,128,ok
188,1z-mcp_bnLUKlNGlReWhHs2Xpfr15-ySm,Technical Teams/Pumps/Pumps Testing/Testing Research/Testing Research 2023/Medium Consistency Pump - PAGE 3 DIAGRAM.pdf,pdf,23146,3847,8,742.88,875,492,ok
189,1FDsJ1RtbRJCFVGIgvdoDSZGSDwHasjsK3rC9lwiAwz4,Technical Teams/Pumps/Pumps Testing/Magma Mk1 Checklist,txt,1065,164,1,164.0,164,164,ok
190,1xd1QbY1MuPuhIqXUGwd97Zw3J6zzwKgZv1O8PccSMAU,Technical Teams/Pumps/Pumps Testing/Test Stand Parts Info/Test Stand Adapters List,txt,867,157,1,157.0,157,157,ok
191,1vyNyEsjJXlWWCN8OkbUy3usaLkJiPlKg,Technical Teams/Pumps/Pumps Testing/Test Stand Parts Info/Needle Valve/Needle Valve - Series N 9N - Characteristics Ordering Code.pdf,pdf,2006,386,1,386.0,386,386,ok
192,1o87abJz4O0Q0tX9btynJkzgmTYAvrJ5D,Technical Teams/Pumps/Pumps Testing/Test Stand Parts Info/Needle Valve/Flow Control Valves - Series N - Technical Information.pdf,pdf,6144,1020,2,569.0,630,508,ok
193,192RTSQ1M0S82DlB5_I0Qv7s_EpPIYCWwc-xKp3zL8w0,Technical Teams/Pumps/Pumps Testing/Test Stand BOMs/Pump Instrumentation Selection,txt,7744,571,1,571.0,571,571,ok
194,1l8L_sjpi9CXa7EewGdJ43wzX82C5MTSyqOmoEkD3tEE,Technical Teams/Pumps/Pumps Design/Geyser MK 3/Geyser Mk 3 conceptual meeting notes,txt,374,56,1,56.0,56,56,ok
195,1sAkU_hGnUSRIKaqa0umcvpOfZxPE_gtW,Technical Teams/Pumps/Pumps Design/Bearing Manufacturer Info and CAD/6301-NTNBearingCorp.ofAmerica-2DSalesDrawing-03-11-2025.pdf,pdf,336,44,1,44.0,44,44,ok
196,122kxTkI6fpYOMa5KMnyWKVIzVInEJF42qVSjJWOvNwE,Technical Teams/Pumps/Pumps Design/Design Documentation/Geyser Mk2 Batteries List,txt,962,175,1,175.0,175,175,ok
197,16U0UedTIam0fI9_y2E1RlN7vs17QsxmY7spjwVAQ09g,Technical Teams/Pumps/Pumps Design/Design Documentation/Assembly Procedures,txt,9724,1705,3,654.67,728,512,ok
198,1nZkyNkakOIkpfGxFEsazyLqrwm6sS4a6OLgchA99hIk,Technical Teams/Pumps/Pumps Design/Design Documentation/Geyser Mk2 Pump Documentation (Outdated),txt,23118,3885,6,708.83,855,486,ok
199,1lDt_mbbnjYnqGPBeFzoSw7trEh3mXyOmqZS5OWff-BE,Technical Teams/Pumps/Pumps Design/Design Documentation/Bearing Sims Documentation,txt,44304,6942,10,740.5,924,239,ok
200,1bc3N0PpQEsa--4Rh-Qle-PUPAtvqf3N4,Technical Teams/Pumps/Pumps Design/Design Documentation/NTN bearing report.pdf,pdf,19430,2845,4,815.5,867,758,ok
201,10-QsXhxhAEcbCoby1Wp1fg1V0JVpwA5HavFStzyyXdg,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Labyrinth Seal: Geyser Mk2 Pump Documentation,txt,4215,717,1,717.0,717,717,ok
202,1NaEPkUAXDiMTywAWEGiaGhSgiUR6yqN5wfntnn3lt10,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Motor Cooling: Geyser Mk 2 Pump Documentation,txt,9461,1543,3,613.0,813,294,ok
203,1SJVd6_L9yHwngDN3ImDgUi7imAMPSoiP3U49xTuug9s,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Bearings: Geyser Mk2 Pump Documentation,txt,6098,1002,2,581.0,800,362,ok
204,1xiy4wlIx3xdebTEDHlFlnSv4xSFWXg9TYDPEyR0jFKM,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Impeller: Geyser Mk2 Pump Documentation,txt,7121,1188,2,638.5,761,516,ok
205,1s4w6NgTTQgI9esAF5DYAHXf9IAXAC6iL4OL4iZgj5kw,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Shaft: Geyser Mk2 Pump Documentation,txt,7796,1283,2,714.0,785,643,ok
206,1xn5toFqnHbhA0Dr7fyRO5JSXdAobQWSy-DA7_FUrdBU,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Fasteners: Geyser Mk2 Pump Documentation,txt,3405,501,1,501.0,501,501,ok
207,1to_Y8bU6cH_dNRZB6tb6DIxYWmnKihdauMLVpQb2eMs,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Bottom Housing: Geyser Mk2 Pump Documentation,txt,11312,1867,3,722.0,781,676,ok
208,1tegcnQnFBCmINJMi4LsIST3IiKhFj2lJinpGcqIWR5I,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Top Housing: Geyser Mk2 Pump Documentation,txt,5425,917,2,507.5,708,307,ok
209,1LBgnBpS_9pRikspWvKtzb5ellnUARMd4ktmYG5_-ODM,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Lip Seal: Geyser Mk2 Pump Documentation,txt,3377,574,1,574.0,574,574,ok
210,1bnQo2rE0WENNujQPGb-TR48cX7tl-p9bPFKYipZEwIs,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Geyser MK II Documentation Reference Sheet,txt,4040,671,1,671.0,671,671,ok
211,10uPZ13rZ8eOvDFHBEBCjHqdKTyhlNvEbDZo4KG7N3Sk,Technical Teams/Pumps/Pumps Design/Design Documentation/Subcomponent Documentation - Geyser Mk2/Pumps Image Labeling,pdf,1356,157,1,157.0,157,157,ok
212,1KGREYBgSbamSFZ717cLjS-L-ZkCiczH1,Technical Teams/Pumps/Pumps Design/Design Documentation/Tech documentation example: Turbopump Retrospective.pdf,pdf,36525,6405,10,689.3,872,365,ok
213,1H3jXnhmSZQFyyElIRROUqnc7cipXtzRo,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Pump Parameterization/TMI_Turbopump_Pump_Parameterization.pdf,pdf,1665,419,1,419.0,419,419,ok
214,1mS3VJF91TCmIUH6i99IrkIehy7TDMY7M,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Geyser Mk2 Simulations Spring '23/STEP Files/SolidWorks_CasingSpiralFunction.txt,txt,115,16,1,16.0,16,16,ok
215,1zLDdXD4444ABqeTIWiMbh3aCRptvgpJz,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Geyser Mk2 Simulations Spring '23/STEP Files/Iteration1.csv,csv,573,94,1,94.0,94,94,ok
216,1zNSG8I6e8GOOjsayp7H3PFDctIyKUpK5lAzk5j0AmSs,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Article Review/Pump Variables,txt,1657,209,1,209.0,209,209,ok
217,1g4J6BHAjfoaFjCxeBj7scv0klxw7hNsV,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Article Review/barske_vsc2.pdf,pdf,33456,4612,8,599.38,857,288,ok
218,1_UyghGaWZDr8lGpryYBs7mDlniYi7oPZ,Technical Teams/Pumps/Pumps Design/Design Documentation/Pump Geometry Validation/Article Review/Barske_viscosity.pdf,pdf,19814,3235,5,713.4,780,596,ok
219,1flKYlyj37uUwQ9B5p-Yi5xg1jAr9-vgD2t_gsbrzfRs,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Materials Information,txt,1880,312,1,312.0,312,312,ok
220,1MtOKb_v659mPmNBoHgDJjtWLANhVz9CPc0cKO67-nso,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/LRI UCS Report,txt,6026,880,2,504.5,791,218,ok
221,1MXAAesXINWKyTh8P1c0420wBIDbi57IB,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Bearing_Stiffness.txt,txt,2520,373,1,373.0,373,373,ok
222,1k8VxpLXcRSzKOhEzYUfFysmitWJ965e3SOnWMSXpMx8,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/Rotordynamics Article Review,txt,2321,315,1,315.0,315,315,ok
223,1oOGZmCS5LIRuW5veQfI0_e6GCJwAtcG6,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/okayasu-et-al-2012-small-lox-lh2-turbopump-for-a-1-ton-thrust-class-rocket-engine.pdf,pdf,15766,2523,4,673.75,839,462,ok
224,17pqxEYJsgm3CdXlVEaqMjUidB6qszhpM,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/A-Practical-Guide-to-Rotor-Dynamics.pdf,pdf,39005,7238,12,723.17,897,518,ok
225,1xwdDk6YGKPi3xy71RejTLssgonh5Lt5mLNZ4ytgweVk,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/(SEE PG 91) Differential_Equations,txt,147759,27991,38,775.92,1003,148,ok
226,11RnKoYtl03_B9ansLVi13imvA2KlL2N8,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/guay.pdf,pdf,17786,3138,5,666.0,783,297,ok
227,10MkbCUNGSaQjXtHQgDMGIOkAgOu8mwVA,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/ADA065554.pdf,pdf,69227,14194,25,746.92,862,358,ok
228,1KZ3g_C5r50hECDVF9W22GKw_5WwtLmxt,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/Marscher Texas AM End Users Guide to Centrifugal Pumps 2020.pdf,pdf,101660,16254,24,757.96,880,454,ok
229,1CHlFgK-k7OfdJuTgfV3wh8DtetWSqgpDQAOm3WIzHfU,Technical Teams/Pumps/Pumps Design/Design Documentation/Wall Thickness Calculations,txt,550,94,1,94.0,94,94,ok
230,1gSnr_0E0woqr4CUr3mbBpEG2UGsjxzqb4auM4ozc-WU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Shaft Seal Resources,txt,1855,208,1,208.0,208,208,ok
231,1kkV9E27gfd79Xjd_QTnDVSR4zlzXS92g,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/ISO_TR_1281-1_2008(E)_BasicDynamicLoadRatingAndBasicRatingLife.pdf,pdf,80289,15393,26,700.69,899,157,ok
232,1pL49NPhLpGYJziYOftbNs7IY36T1doGf,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Service_LIfe_of_Universally_Loaded_Deep_Groove_Ball_Bearing_Depending_on_Internal_Clearance.pdf,pdf,17945,3150,8,644.38,851,390,ok
233,1goHDm4sVLcbAxJcz5W9ObUMJAUHOUNjm,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Dyrobes-Chapter-6.pdf,pdf,159028,26834,40,739.05,894,194,ok
234,1guj3iyaL87rDQthrD0djvVWPAVps5CKQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_BearingInternalClearancePreload_Info.pdf,pdf,39347,7940,12,661.67,979,260,ok
235,1wx79yYhLeRssfZbHRC0ZX_l99LdNZ6tT,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_DeepGrooveBallBearings_Info.pdf,pdf,59433,14067,21,669.86,965,131,ok
236,1kAE7hGyLWpxgzpb6HZl_oiJp69SqEPNyJE7A6uHRmN0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/CFD Research,txt,467,82,1,82.0,82,82,ok
237,10mBO-tjnvTeJ4VAj0jSgyj-8FqQ3HptNByLjI9Pi-l8,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Wave Spring Research,txt,4784,725,1,725.0,725,725,ok
238,19gkjHWQh93CEbd76xy-TbX2cIqa3wY5p,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Labby Seal Ideas.pdf,pdf,2414,163,1,163.0,163,163,ok
239,1Z-5AzuMDHV6AkszhUzEnmUExjMDqlDHm,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/PEPumpEquations.docx,docx,1760,270,1,270.0,270,270,ok
240,1syMMMxRgcIObH8-YJOQ7PWMxGi11U_2WUcYXjud33OY,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bolt Preload,txt,153,18,1,18.0,18,18,ok
241,1UkB3wFAF8LffUMb4JRjgEHgJo-9MRu2sfJlEhr5R_hs,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/ Effect of Bearing Heat,txt,3243,509,1,509.0,509,509,ok
242,1OslgriI3nQ5MFbgVkCB4qJUYTMtTAdwg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/PEPump Thrust Calculation.pdf,pdf,949,113,1,113.0,113,113,ok
243,19RwImYZ5_ChcbWFlHIpn_ZSBmllzEnGIgVIkh7aAVgU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Bearing Options and Resources,txt,707,26,1,26.0,26,26,ok
244,1ag2ivjeE9bWO2nOw87OpY_yr_g-gW02d,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Numerical Optimal Design of Impeller Back Pump-Out Vanes on Axial Thrust in Centrifugal Pumps.pdf,pdf,26067,4055,6,739.33,790,694,ok
245,10cfIvUj7Eo4tt1YeY3ePx1Ezh256ipva,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Review of parameters influencing hydraulic forces on centrifugal impellers.pdf,pdf,43492,7020,11,656.45,893,438,ok
246,1N-TyCDGcMzWNWfwnyQUoJj5ESVA9sFlw,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/An Experimental Investigation of Radial Thrust in Centrifugal Pumps.pdf,pdf,25033,4039,6,749.5,891,396,ok
247,15JKv_T0e0Yj3evuzvPgLsOWOcxZi_Oa1,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Axial Thrust Behavior in LOX-Pump of Rocket Engine.pdf,pdf,37358,6359,9,706.56,898,128,ok
248,1YEEQ5cOMJgt725uEw9XkQprkGGVvu1JQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/1950140.pdf,pdf,1729,273,1,273.0,273,273,ok
249,1kmB9J_hcq26mm11UN_JVOpKwn-VCEkEGo1ubTTD0Ug8,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Materials for Cryogenic Pump,txt,2052,239,1,239.0,239,239,ok
250,11yqxuhyhxpmkCtXMKaEcb7-i7JrH_Vhg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/impellerBearingResources.pdf,pdf,100730,16208,30,691.3,886,361,ok
251,1ZzDSvWxYyPH5RL_XZ2McxS3oxl3U9oBa,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/High Pressure Pumps for Rocket Motors.pdf,pdf,48609,8304,14,659.64,873,200,ok
