index,source_id,source_path,local_path,extension,status,char_count,word_count,error
279,1KZ3g_C5r50hECDVF9W22GKw_5WwtLmxt,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/Marscher Texas AM End Users Guide to Centrifugal Pumps 2020.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Marscher Texas AM End Users Guide to Centrifugal Pumps 2020.pdf,.pdf,ok,101660,16254,
280,1CHlFgK-k7OfdJuTgfV3wh8DtetWSqgpDQAOm3WIzHfU,Technical Teams/Pumps/Pumps Design/Design Documentation/Wall Thickness Calculations,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Wall Thickness Calculations.txt,.txt,ok,550,94,
281,1gSnr_0E0woqr4CUr3mbBpEG2UGsjxzqb4auM4ozc-WU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Shaft Seal Resources,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Shaft Seal Resources.txt,.txt,ok,1855,208,
282,1kkV9E27gfd79Xjd_QTnDVSR4zlzXS92g,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/ISO_TR_1281-1_2008(E)_BasicDynamicLoadRatingAndBasicRatingLife.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/ISO_TR_1281-1_2008(E)_BasicDynamicLoadRatingAndBasicRatingLife.pdf,.pdf,ok,80289,15393,
283,1NNnkmJZQ_QcRajEag1QgJmYpFVrEO1jQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/ShakerResearchCorp_RotorBearingDynamicsTechDesignGuide_Part2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/ShakerResearchCorp_RotorBearingDynamicsTechDesignGuide_Part2.pdf,.pdf,ok,69227,14194,
284,1NJNBihTKSuIP4ofrP_S0DyNipc2fi2Hn,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_BallRollerBearings_Info.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NTN_BallRollerBearings_Info.pdf,.pdf,ok,1655733,314107,
285,1pL49NPhLpGYJziYOftbNs7IY36T1doGf,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Service_LIfe_of_Universally_Loaded_Deep_Groove_Ball_Bearing_Depending_on_Internal_Clearance.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Service_LIfe_of_Universally_Loaded_Deep_Groove_Ball_Bearing_Depending_on_Internal_Clearance.pdf,.pdf,ok,17945,3150,
286,1HPW9FMEz_6KTZM9prHORGC8AHCUvsGvr,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Łukasz Breńkacz - Bearing Dynamic Coefficients in Rotordynamics_ Computation Methods and Practical Applications-Wiley-ASME Press (2022).pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Łukasz Breńkacz - Bearing Dynamic Coefficients in Rotordynamics_ Computation Methods and Practical Applications-Wiley-ASME Press (2022).pdf,.pdf,ok,374983,61469,
287,1goHDm4sVLcbAxJcz5W9ObUMJAUHOUNjm,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Dyrobes-Chapter-6.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Dyrobes-Chapter-6.pdf,.pdf,ok,159028,26834,
288,1K1F7HkjrLhewX4CURlYCyEOhrkwk15mf,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/A-Practical-Guide-to-Rotor-Dynamics.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/A-Practical-Guide-to-Rotor-Dynamics__dup1.pdf,.pdf,ok,39005,7238,
289,1iJNagjyTXoRZRrw6UIFVEmMUQG5FIQyi,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/guay.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/guay__dup1.pdf,.pdf,ok,17786,3138,
290,1guj3iyaL87rDQthrD0djvVWPAVps5CKQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_BearingInternalClearancePreload_Info.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NTN_BearingInternalClearancePreload_Info.pdf,.pdf,ok,39347,7940,
291,1wx79yYhLeRssfZbHRC0ZX_l99LdNZ6tT,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_DeepGrooveBallBearings_Info.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NTN_DeepGrooveBallBearings_Info.pdf,.pdf,ok,59433,14067,
292,1kAE7hGyLWpxgzpb6HZl_oiJp69SqEPNyJE7A6uHRmN0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/CFD Research,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/CFD Research.txt,.txt,ok,467,82,
293,10mBO-tjnvTeJ4VAj0jSgyj-8FqQ3HptNByLjI9Pi-l8,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Wave Spring Research,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Wave Spring Research.txt,.txt,ok,4784,725,
294,19gkjHWQh93CEbd76xy-TbX2cIqa3wY5p,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Labby Seal Ideas.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Labby Seal Ideas.pdf,.pdf,ok,2414,163,
295,1Z-5AzuMDHV6AkszhUzEnmUExjMDqlDHm,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/PEPumpEquations.docx,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/PEPumpEquations.docx,.docx,ok,1760,270,
296,1syMMMxRgcIObH8-YJOQ7PWMxGi11U_2WUcYXjud33OY,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bolt Preload,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Bolt Preload.txt,.txt,ok,153,18,
297,1UkB3wFAF8LffUMb4JRjgEHgJo-9MRu2sfJlEhr5R_hs,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/ Effect of Bearing Heat,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Effect of Bearing Heat.txt,.txt,ok,3243,509,
298,1Y8pGK37rGKhQWCHJM8JQiUTJDupGGnm1,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/NTN_ballAndRollerBearingCatalog.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NTN_ballAndRollerBearingCatalog.pdf,.pdf,ok,1655733,314107,
299,1fQdQjRzgwlur3jDYBGOMgo6EOc-RqMKv,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Atlas-of-Failures-for-Hertz-Contact-Machine-Elements.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Atlas-of-Failures-for-Hertz-Contact-Machine-Elements.pdf,.pdf,ok,1116976,172213,
300,1OslgriI3nQ5MFbgVkCB4qJUYTMtTAdwg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/PEPump Thrust Calculation.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/PEPump Thrust Calculation.pdf,.pdf,ok,949,113,
301,19RwImYZ5_ChcbWFlHIpn_ZSBmllzEnGIgVIkh7aAVgU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Bearing Options and Resources,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Bearing Options and Resources.txt,.txt,ok,707,26,
302,1ag2ivjeE9bWO2nOw87OpY_yr_g-gW02d,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Numerical Optimal Design of Impeller Back Pump-Out Vanes on Axial Thrust in Centrifugal Pumps.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Numerical Optimal Design of Impeller Back Pump-Out Vanes on Axial Thrust in Centrifugal Pumps.pdf,.pdf,ok,26067,4055,
303,10cfIvUj7Eo4tt1YeY3ePx1Ezh256ipva,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Review of parameters influencing hydraulic forces on centrifugal impellers.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Review of parameters influencing hydraulic forces on centrifugal impellers.pdf,.pdf,ok,43492,7020,
304,1N-TyCDGcMzWNWfwnyQUoJj5ESVA9sFlw,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/An Experimental Investigation of Radial Thrust in Centrifugal Pumps.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/An Experimental Investigation of Radial Thrust in Centrifugal Pumps.pdf,.pdf,ok,25033,4039,
305,15JKv_T0e0Yj3evuzvPgLsOWOcxZi_Oa1,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Axial Thrust Behavior in LOX-Pump of Rocket Engine.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Axial Thrust Behavior in LOX-Pump of Rocket Engine.pdf,.pdf,ok,37358,6359,
306,1YEEQ5cOMJgt725uEw9XkQprkGGVvu1JQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/1950140.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/1950140.pdf,.pdf,ok,1729,273,
307,1kmB9J_hcq26mm11UN_JVOpKwn-VCEkEGo1ubTTD0Ug8,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Materials for Cryogenic Pump,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Materials for Cryogenic Pump.txt,.txt,ok,2052,239,
308,11yqxuhyhxpmkCtXMKaEcb7-i7JrH_Vhg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/impellerBearingResources.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/impellerBearingResources.pdf,.pdf,ok,100730,16208,
309,1ImS_eG9l-blqQKs5rgw4Qnts_TCM9p7l,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Impeller/shaft ratios.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Impeller_shaft ratios.pdf,.pdf,ok,19814,3235,
310,1WMSYMs9QRqbEvXqqo_s701mZiLxbRjoV,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Other Resources/Centrifugal Pumps Textbook.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Centrifugal Pumps Textbook.pdf,.pdf,ok,2039313,333068,
311,1yztmAKIIS3XcR3EmUfJVpr31Ob8SiP19,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Other Resources/Design_and_Fluid_Dynamics_Features_of_a_Low-Flow_H.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Design_and_Fluid_Dynamics_Features_of_a_Low-Flow_H.pdf,.pdf,ok,19814,3235,
312,1ZzDSvWxYyPH5RL_XZ2McxS3oxl3U9oBa,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/High Pressure Pumps for Rocket Motors.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/High Pressure Pumps for Rocket Motors.pdf,.pdf,ok,48609,8304,
313,1y_BrvyYoCbKhD5AqIUkgwkVZGsVg6pV0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Development of Some Unconventional Centrifugal Pumps.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Development of Some Unconventional Centrifugal Pumps.pdf,.pdf,ok,113522,18790,
314,1foEB3HOkHMmYvHWuu0lNYjd3N-Ltgexp,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Rotating and Positive-Displacement Pumps for Low-Thrust Rocket Engines.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Rotating and Positive-Displacement Pumps for Low-Thrust Rocket Engines.pdf,.pdf,ok,193301,33943,
315,15AiC3evZy4p8-4Af7o_veDlgqq9K1BU-,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/High Head-Low Flow Centrifugal Pumps.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/High Head-Low Flow Centrifugal Pumps.pdf,.pdf,skipped_empty,0,0,
316,17-rFpNE0FmII1aS3YBHmm93NH8PblnS7,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Shaft Manufacturing Research.docx,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Shaft Manufacturing Research.docx,.docx,ok,2408,395,
317,1ZbxmB8oTp03AkeS3crAxp_DL5Fm8GCLj,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Seals/Liquid Rocket Engine Turbopump Rotating-shaft Seals.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Liquid Rocket Engine Turbopump Rotating-shaft Seals.pdf,.pdf,ok,327932,61082,
318,1tNczDOsWvsSJx3tcPy1q4_DQ_VJ0GalE,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Eqns and Nomenclature for Curvic Coupling Design and Application.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Eqns and Nomenclature for Curvic Coupling Design and Application.pdf,.pdf,ok,57525,9438,
319,1zuv7laqrj1-uT01hLwI93laBPiEI-hvi,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/NASAbearingdata.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NASAbearingdata.pdf,.pdf,ok,82516,12752,
320,1Q7fPGjl6WF1HIlGak4VB4OlV9wlLqtV4quADSz0tXvU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Links to Bearing Resources,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Links to Bearing Resources.txt,.txt,ok,314,26,
321,1s1UOD3-OBSTOyB6D6Iffic22hstHHP19,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Impeller-Fits-to-Shafts-Explained.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Impeller-Fits-to-Shafts-Explained.pdf,.pdf,ok,5768,748,
322,1xkIHbT0Wm81F8-4pBaNdnmhVK_m_8Nph,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Manufacturing / Machining/machines-11-00373-with-cover.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/machines-11-00373-with-cover.pdf,.pdf,ok,32022,5033,
323,155iyWWgh7JRL76PnIy5dOURS93nJ6qcS,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Manufacturing / Machining/Study of Manufacturing Processes for Liquid Rocket Turbopump Impellers Test and Analysis.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Study of Manufacturing Processes for Liquid Rocket Turbopump Impellers Test and Analysis.pdf,.pdf,ok,37654,5756,
324,1IZmpgEjcxikQZ-EzdygjCWnBQZjzUOtz,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Handmade Notes/Sealing Basics.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Sealing Basics.pdf,.pdf,ok,221,11,
325,1Id-ZS0uxx9BfHZig3-7q3hmIPjtcJhxW,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Handmade Notes/LRI Notes - CURVIC COUPLING EQNS.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/LRI Notes - CURVIC COUPLING EQNS.pdf,.pdf,ok,1028,112,
326,12IT2fi_Vbpr3lJkY7nwazTtNXZkbeTMoEc0MRINKIS0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/Website resouces,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Website resouces.txt,.txt,ok,109,16,
327,1gm0vt3VqGvWfHFPXO7CzzY6GnlHTQ66L,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Liquid Rocket Engine Turbopump Shafts and Couplings - Annotated Version.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NASA Liquid Rocket Engine Turbopump Shafts and Couplings - Annotated Version.pdf,.pdf,ok,237696,16718,
328,1ap-u-KWE9lCKTt7dD3x9ow0Mti5jRpzJ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/Single-Shaft Turbopumps in Liquid Rocket Engines.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Single-Shaft Turbopumps in Liquid Rocket Engines.pdf,.pdf,ok,33733,5591,
329,1aAA_-r9auxSFDwhUnJag-hwx-PA5MwJS,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/CENTRIFUGAL_PUMPS_Design_and_Application.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/CENTRIFUGAL_PUMPS_Design_and_Application.pdf,.pdf,ok,800642,128031,
330,1GtwBc_HVvSK80fPMg0SaWw0q1dUqGToA,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Design Criteria Monograph on Turbopump Shafts and Couplings.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NASA Design Criteria Monograph on Turbopump Shafts and Couplings.pdf,.pdf,ok,5066,722,
331,1RW2uNkBuwIBg-njNWV_kScTNKFbBV4WM,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Liquid Rocket Engine Turbopump Shafts and Couplings.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/NASA Liquid Rocket Engine Turbopump Shafts and Couplings.pdf,.pdf,ok,256567,37627,
332,11epTBNpjbr90nnx_tgGIsWjv2GhTA3mD,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Pump Shaft - Iteration 1/Iteration 1 Pump Shaft - CAD/Pump_Blueprint_I1.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Pump_Blueprint_I1.pdf,.pdf,skipped_empty,0,0,
333,1w85AP6N7sSyhM6SaK_nVQhfigfT-lp9B,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Pump Shaft - Iteration 1/Iteration 1 Pump Shaft - PreCAD Instructional Manual.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Iteration 1 Pump Shaft - PreCAD Instructional Manual.pdf,.pdf,ok,28781,2920,
334,1WVkzkoJrLZBl6zN7Hi9-zU0rXLTfZSmN,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/An Overview of Bearing Candidates for the Next Generation of Reusable Liquid Rocket Turbopumps.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/An Overview of Bearing Candidates for the Next Generation of Reusable Liquid Rocket Turbopumps.pdf,.pdf,ok,54941,8438,
335,1UrM7tI8JiapS6aSiSDYkZIwmAuS_qZw0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/Leakage performance of floating ring seal in cold.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Leakage performance of floating ring seal in cold.pdf,.pdf,ok,44109,7615,
336,18jqpwqmxUnQwC4daAQskeXZI0eXpZAy4,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/EVALUATION OF ELASTOMERS AS O-RING SEALS FOR LIQUID ROCKET FUEL AND OXIDIZER SYSTEMS.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/EVALUATION OF ELASTOMERS AS O-RING SEALS FOR LIQUID ROCKET FUEL AND OXIDIZER SYSTEMS.pdf,.pdf,ok,72588,11878,
337,1N9fxYLu6KavEGzNpqU0AwWgytbOSlXcv8Q5lOqEcCJg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Storage Ideas/Materials,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Storage Ideas_Materials.txt,.txt,ok,327,46,
338,1QMwgBgub807QItnlzDXFSszy3MRyUzmZrHFxMlOp5SM,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Materials and Cryogenics Research Document ,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/Materials and Cryogenics Research Document.txt,.txt,ok,762,65,
339,1sNX8dkY-p_-DPEkh2olmmjES6Ow9IdYy,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_PumpLabyrinthSeal_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpLabyrinthSeal_8.2.pdf,.pdf,skipped_empty,0,0,
340,1_yru8rxPG6_4SDtauUfE-eDsmySE_4fU,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_PumpShaft_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpShaft_8.2.pdf,.pdf,skipped_empty,0,0,
341,13EsvtPUhrr3tlAJeIyjY8aG-w5FBE5aS,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_MotorShelf_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_MotorShelf_8.2.pdf,.pdf,skipped_empty,0,0,
342,1Lv00WTraeo7fbE4mpTN7iRHWbjTGNXi9,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_MotorPlate_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_MotorPlate_8.2.pdf,.pdf,skipped_empty,0,0,
343,124BmssjC1ZlA1VE0mf_lS5Ol7pYsZ2NV,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_PumpBearingCap_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpBearingCap_8.2.pdf,.pdf,skipped_empty,0,0,
344,1HePNSjvdSQxNyILU_6wE5nY--pTLSbVu,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_MainFlangeSupport_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_MainFlangeSupport_8.2.pdf,.pdf,skipped_empty,0,0,
345,1BWi9tgRJ7yAkW5V089Mlo6KcbT31TsMj,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_PumpImpeller_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpImpeller_8.2.pdf,.pdf,skipped_empty,0,0,
346,1KvplpaPYr-Iz1jvubfgnI7aVqBLIa47F,Technical Teams/Pumps/Pumps Design/Pumps Manufacturing/Drafting drawing/cpluth2_PumpHousingTop_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpHousingTop_8.2.pdf,.pdf,skipped_empty,0,0,
347,1fI6Sub3znLuKx0Jc7-9oUb_dn0pnfUz3,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_PumpShaft_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpShaft_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
348,1j-tf3fPZEIqSUPfur3G_6LrnqH4IUOe6,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_PumpLabyrinthSeal_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpLabyrinthSeal_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
349,1YSdVVnL3h8eUlDOqU9LguiiqzcNGG6oY,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_PumpImpeller_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpImpeller_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
350,1KB_dNfa50X1PmhbTD_Lnz1MHGDlRoo0L,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_PumpHousingTop_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpHousingTop_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
351,1yypQZFsMw0VekvxmMZLBemh8TlIkbkXS,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_PumpBearingCap_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpBearingCap_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
352,1XkfBLnES1WQLx3ML5zWcUlAxjcsfGaq5,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_PumpAssembly_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_PumpAssembly_8.2.pdf,.pdf,skipped_empty,0,0,
353,1vToUotnmJmAj9THr7KWxDRPuOgDVXEQO,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_MotorShelf_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_MotorShelf_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
354,1_gQXXcQ0J6td7og3piJyRxKKNGiulKkA,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_MotorPlate_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_MotorPlate_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
355,1MFIlVJN5JeMfDzTvv-X45U3Yg0CSLcOc,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/Engineering Drawings/cpluth2_MainFlangeSupport_8.2.pdf,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/cpluth2_MainFlangeSupport_8.2__dup1.pdf,.pdf,skipped_empty,0,0,
356,1I8FG5Q5W9U_wL0huttyiFmHpQo5Nsw0S,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/README.txt,/Users/jerichlee/Documents/drive-retrieval/rag_downloads/README.txt,.txt,ok,1506,196,
