index,id,name,path,mimeType,webViewLink,mode,export_mime,local_path,status,size_written_bytes,error
1,1uZJ5_5jVjzuLs_RGTLPuK9v8o8nCTaKAepE0IQjNV5M,Liquid Rocketry at Illinois Constitution,Liquid Rocketry at Illinois Constitution,application/vnd.google-apps.document,https://docs.google.com/document/d/1uZJ5_5jVjzuLs_RGTLPuK9v8o8nCTaKAepE0IQjNV5M/edit?usp=drivesdk,export,text/plain,rag_downloads/Liquid Rocketry at Illinois Constitution.txt,export,29431.0,
2,10UivFhPb2FOZHLbnkv2ks90kT4-Z7NuZ_y7jDkCiKhE,Liquid Rocketry at Illinois Constitution,Liquid Rocketry at Illinois Constitution,application/vnd.google-apps.document,https://docs.google.com/document/d/10UivFhPb2FOZHLbnkv2ks90kT4-Z7NuZ_y7jDkCiKhE/edit?usp=drivesdk,export,text/plain,rag_downloads/Liquid Rocketry at Illinois Constitution__dup1.txt,export,29429.0,
3,1pG6ndF_K_usGEMqpWKkuGNEPK9C-w__V,Liquid Rocketry at Illinois Constitution.pdf,Liquid Rocketry at Illinois Constitution.pdf,application/pdf,https://drive.google.com/file/d/1pG6ndF_K_usGEMqpWKkuGNEPK9C-w__V/view?usp=drivesdk,download,,rag_downloads/Liquid Rocketry at Illinois Constitution.pdf,download,585312.0,
4,1GpG647lFwX9mzxewBjkffp5T8kdsutVuqcIQrqNllkw,SRD Regen Pictures,Photos/Videos/Tech Teams/SRD/SRD Regen Pictures,application/vnd.google-apps.document,https://docs.google.com/document/d/1GpG647lFwX9mzxewBjkffp5T8kdsutVuqcIQrqNllkw/edit?usp=drivesdk,export,text/plain,rag_downloads/SRD Regen Pictures.txt,export,14.0,
5,1RXY-u0MCdMiyvwk5NjRzx1JuIWTpjFsATJbZGi8UuIs,Requirements Spreadsheet,Technical Teams/Requirements Spreadsheet,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1RXY-u0MCdMiyvwk5NjRzx1JuIWTpjFsATJbZGi8UuIs/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Requirements Spreadsheet.xlsx,export,75022.0,
6,1oy_Qigbw6GwvWj2VcblpKRWU9MOTBWEiibrFcwp8e64,Copy of Requirements Spreadsheet,Technical Teams/Copy of Requirements Spreadsheet,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1oy_Qigbw6GwvWj2VcblpKRWU9MOTBWEiibrFcwp8e64/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Copy of Requirements Spreadsheet.xlsx,export,56185.0,
7,1ClGomAhvmWaWOheZVTJ6ohJt3VMXWUWUz6HaH_rLQGI,ansys licenses,Technical Teams/ansys licenses,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1ClGomAhvmWaWOheZVTJ6ohJt3VMXWUWUz6HaH_rLQGI/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/ansys licenses.xlsx,export,6527.0,
8,1TL94OCV4qocjwnWXlDBoYZ0uOZlUrBSwj41UaFiDIuU,Tech 2/18,Technical Teams/Tech Meetings/Tech 2/18,application/vnd.google-apps.document,https://docs.google.com/document/d/1TL94OCV4qocjwnWXlDBoYZ0uOZlUrBSwj41UaFiDIuU/edit?usp=drivesdk,export,text/plain,rag_downloads/Tech 2_18.txt,export,6564.0,
9,1gvqCaFxdGMnLOxC29ZRIm5kXGp2SJypKAbvmt0y1Jms,P-10,Technical Teams/Fluids and Internal Structures/Project Documentation/P-10/P-10,application/vnd.google-apps.document,https://docs.google.com/document/d/1gvqCaFxdGMnLOxC29ZRIm5kXGp2SJypKAbvmt0y1Jms/edit?usp=drivesdk,export,text/plain,rag_downloads/P-10.txt,export,844.0,
10,14_M9OjdS8pYD6i6iQuwE0Do6y4rHJdMp49NO8dXkcjY,P-08,Technical Teams/Fluids and Internal Structures/Project Documentation/P-08 (Regulator Research)/P-08,application/vnd.google-apps.document,https://docs.google.com/document/d/14_M9OjdS8pYD6i6iQuwE0Do6y4rHJdMp49NO8dXkcjY/edit?usp=drivesdk,export,text/plain,rag_downloads/P-08.txt,export,2198.0,
11,1Jaei2OvcCAHphQ16e8MKmcvlZ2iTZl7exBfQOlHjYCw,P-16,Technical Teams/Fluids and Internal Structures/Project Documentation/P-16 (Tank thermal contraction calc)/P-16,application/vnd.google-apps.document,https://docs.google.com/document/d/1Jaei2OvcCAHphQ16e8MKmcvlZ2iTZl7exBfQOlHjYCw/edit?usp=drivesdk,export,text/plain,rag_downloads/P-16.txt,export,707.0,
12,10drnWjURi0wYuJhVLmHd7Gygmknlp4XeU47XCYMtAzY,**Task Calendar,Technical Teams/Fluids and Internal Structures/Project Documentation/**Task Calendar,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/10drnWjURi0wYuJhVLmHd7Gygmknlp4XeU47XCYMtAzY/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/__Task Calendar.xlsx,export,9080.0,
13,1avKzd-SljIQHQ26OdxMh6UFXu3BZ3sBn4X14neDRT8M,Bang-Bang Spread-Sheet,Technical Teams/Fluids and Internal Structures/Project Documentation/P-07 (Bang Bang)/Bang-Bang Spread-Sheet,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1avKzd-SljIQHQ26OdxMh6UFXu3BZ3sBn4X14neDRT8M/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Bang-Bang Spread-Sheet.xlsx,export,6345.0,
14,1AtuzY_HijrFSAIbwBEgnKVUQ7eXu4Zfam2N_pbJKFvo,Bang Bang Pressure Regulator Description,Technical Teams/Fluids and Internal Structures/Project Documentation/P-07 (Bang Bang)/Bang Bang Pressure Regulator Description,application/vnd.google-apps.document,https://docs.google.com/document/d/1AtuzY_HijrFSAIbwBEgnKVUQ7eXu4Zfam2N_pbJKFvo/edit?usp=drivesdk,export,text/plain,rag_downloads/Bang Bang Pressure Regulator Description.txt,export,2770.0,
15,1LImfO3sdn5iF_9hi-jixOTEPC-15pKP8nLTmUw6IXwc,P-07,Technical Teams/Fluids and Internal Structures/Project Documentation/P-07 (Bang Bang)/P-07,application/vnd.google-apps.document,https://docs.google.com/document/d/1LImfO3sdn5iF_9hi-jixOTEPC-15pKP8nLTmUw6IXwc/edit?usp=drivesdk,export,text/plain,rag_downloads/P-07.txt,export,970.0,
16,1WGldkdgvCCimzSoHlx-vDVxA0_hUuMzgRBVRmSKzakE,P-15,Technical Teams/Fluids and Internal Structures/Project Documentation/P-15 (GSE)/P-15,application/vnd.google-apps.document,https://docs.google.com/document/d/1WGldkdgvCCimzSoHlx-vDVxA0_hUuMzgRBVRmSKzakE/edit?usp=drivesdk,export,text/plain,rag_downloads/P-15.txt,export,587.0,
17,1qyxDqjS2Jj4dJMAEJnfgQIJcN4b4mSls1zi58NZotiw,P-06,Technical Teams/Fluids and Internal Structures/Project Documentation/P-06 (Load Calc)/P-06,application/vnd.google-apps.document,https://docs.google.com/document/d/1qyxDqjS2Jj4dJMAEJnfgQIJcN4b4mSls1zi58NZotiw/edit?usp=drivesdk,export,text/plain,rag_downloads/P-06.txt,export,907.0,
18,1JO6cGpqqYUiX3kpfAb241vp6LSIPZn7exw2dsvLa-uk,P-05,Technical Teams/Fluids and Internal Structures/Project Documentation/P-05 (Mounting Frame/Ring CAD)/P-05,application/vnd.google-apps.document,https://docs.google.com/document/d/1JO6cGpqqYUiX3kpfAb241vp6LSIPZn7exw2dsvLa-uk/edit?usp=drivesdk,export,text/plain,rag_downloads/P-05.txt,export,1723.0,
19,1-AIrjhwCjE-MY5VuOl5EpHULswbBAk4AEtoJmaOsMto,RocketPy Parameters,Technical Teams/Fluids and Internal Structures/Project Documentation/P-04 (Off Rod Time Analysis)/RocketPy Parameters,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1-AIrjhwCjE-MY5VuOl5EpHULswbBAk4AEtoJmaOsMto/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/RocketPy Parameters.xlsx,export,16636.0,
20,1_UeoivdsG1OkBmW6psd8P1eyblx2gDTZhnHGd78n7S4,P-04,Technical Teams/Fluids and Internal Structures/Project Documentation/P-04 (Off Rod Time Analysis)/P-04,application/vnd.google-apps.document,https://docs.google.com/document/d/1_UeoivdsG1OkBmW6psd8P1eyblx2gDTZhnHGd78n7S4/edit?usp=drivesdk,export,text/plain,rag_downloads/P-04.txt,export,1016.0,
21,1nN2c-31IfY5GTVoQU5-G04y4wn4n_w3-HugbtZRJP_g,P-14,Technical Teams/Fluids and Internal Structures/Project Documentation/P-14/P-14,application/vnd.google-apps.document,https://docs.google.com/document/d/1nN2c-31IfY5GTVoQU5-G04y4wn4n_w3-HugbtZRJP_g/edit?usp=drivesdk,export,text/plain,rag_downloads/P-14.txt,export,692.0,
22,17FD93Wp4vesVy7h45ZK96nx1OTftE1xgW67qD8ids-Q,P-13,Technical Teams/Fluids and Internal Structures/Project Documentation/P-13/P-13,application/vnd.google-apps.document,https://docs.google.com/document/d/17FD93Wp4vesVy7h45ZK96nx1OTftE1xgW67qD8ids-Q/edit?usp=drivesdk,export,text/plain,rag_downloads/P-13.txt,export,703.0,
23,11KRy3-tOH3JmRkykNopxeteQBJP-DRELWBp6FZUgrS8,P-12,Technical Teams/Fluids and Internal Structures/Project Documentation/P-12/P-12,application/vnd.google-apps.document,https://docs.google.com/document/d/11KRy3-tOH3JmRkykNopxeteQBJP-DRELWBp6FZUgrS8/edit?usp=drivesdk,export,text/plain,rag_downloads/P-12.txt,export,820.0,
24,1t5dfZcOzXCUW3VZMAVaQPl3E3vN5AKr6Fq4sj5H32ZI,P-11,Technical Teams/Fluids and Internal Structures/Project Documentation/P-11/P-11,application/vnd.google-apps.document,https://docs.google.com/document/d/1t5dfZcOzXCUW3VZMAVaQPl3E3vN5AKr6Fq4sj5H32ZI/edit?usp=drivesdk,export,text/plain,rag_downloads/P-11.txt,export,2092.0,
25,1lViEz9J51COOelBPUh0ueqCY3j7G9bB_H4pVrLcHaVg,**Template DO NOT DELETE,Technical Teams/Fluids and Internal Structures/Project Documentation/**Template DO NOT DELETE,application/vnd.google-apps.document,https://docs.google.com/document/d/1lViEz9J51COOelBPUh0ueqCY3j7G9bB_H4pVrLcHaVg/edit?usp=drivesdk,export,text/plain,rag_downloads/__Template DO NOT DELETE.txt,export,524.0,
26,1J9tePwz-UbHujpxlHaKERLa1L0trgHaMROunsA9m9pg,P-09,Technical Teams/Fluids and Internal Structures/Project Documentation/P-09/P-09,application/vnd.google-apps.document,https://docs.google.com/document/d/1J9tePwz-UbHujpxlHaKERLa1L0trgHaMROunsA9m9pg/edit?usp=drivesdk,export,text/plain,rag_downloads/P-09.txt,export,684.0,
27,1YSkkOvZI0NgonuyAbJr6nIBELYShhFPP3WupDWulJEw,P-09,Technical Teams/Fluids and Internal Structures/Project Documentation/P-09/P-09,application/vnd.google-apps.document,https://docs.google.com/document/d/1YSkkOvZI0NgonuyAbJr6nIBELYShhFPP3WupDWulJEw/edit?usp=drivesdk,export,text/plain,rag_downloads/P-09__dup1.txt,export,448.0,
28,1llceGUfZxLjiWRIl4CiQG-2zIRs8hhLu9D0Wx5y61-Y,P-03,Technical Teams/Fluids and Internal Structures/Project Documentation/P-03/P-03,application/vnd.google-apps.document,https://docs.google.com/document/d/1llceGUfZxLjiWRIl4CiQG-2zIRs8hhLu9D0Wx5y61-Y/edit?usp=drivesdk,export,text/plain,rag_downloads/P-03.txt,export,787.0,
29,1YJ_S_zavTUAJxeCakmZk-Dk6WLeWAjjkYwVRpdMry04,P-01,Technical Teams/Fluids and Internal Structures/Project Documentation/P-01/P-01,application/vnd.google-apps.document,https://docs.google.com/document/d/1YJ_S_zavTUAJxeCakmZk-Dk6WLeWAjjkYwVRpdMry04/edit?usp=drivesdk,export,text/plain,rag_downloads/P-01.txt,export,1115.0,
30,1M6K8SzNdiTMWc4cV5cvsXm7uTuYJmp0vtF4LK2shrg8,P-02,Technical Teams/Fluids and Internal Structures/Project Documentation/P-02/P-02,application/vnd.google-apps.document,https://docs.google.com/document/d/1M6K8SzNdiTMWc4cV5cvsXm7uTuYJmp0vtF4LK2shrg8/edit?usp=drivesdk,export,text/plain,rag_downloads/P-02.txt,export,883.0,
31,16sF2ck3qoycIrKFKx7LMemUYswEQ5AV9VOVnFXr_T20,Legacy Line sizing Spreadsheet,Technical Teams/Fluids and Internal Structures/Project Documentation/P-02/Legacy Line sizing Spreadsheet,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/16sF2ck3qoycIrKFKx7LMemUYswEQ5AV9VOVnFXr_T20/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Legacy Line sizing Spreadsheet.xlsx,export,56881.0,
32,1xfljNn5INUdYVKI2pr-uWvJacA7iit3uHdJ_Xj8hMMU,Calendar/GANNT Chart,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Calendar/GANNT Chart,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1xfljNn5INUdYVKI2pr-uWvJacA7iit3uHdJ_Xj8hMMU/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Calendar_GANNT Chart.xlsx,export,16661.0,
33,1FP9n9L49tM5bzUFc4A7foMKaGpUYbJhzfZsCkwFBQm0,IDR notes with Ian,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/IDR notes with Ian,application/vnd.google-apps.document,https://docs.google.com/document/d/1FP9n9L49tM5bzUFc4A7foMKaGpUYbJhzfZsCkwFBQm0/edit?usp=drivesdk,export,text/plain,rag_downloads/IDR notes with Ian.txt,export,7469.0,
34,11P1rc9cpi7W-Zp6wOllmE0XI1xMyt1HBVIlWSP5O2kI,Propulsion Module BOM,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Propulsion Module BOM,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/11P1rc9cpi7W-Zp6wOllmE0XI1xMyt1HBVIlWSP5O2kI/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Propulsion Module BOM.xlsx,export,8037.0,
35,1dTg8ZLIPillVa3AHi2cEpLvPQ-4MffrHc7gQq22M2bg,Pumps Task List,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Pumps Task List,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1dTg8ZLIPillVa3AHi2cEpLvPQ-4MffrHc7gQq22M2bg/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Pumps Task List.xlsx,export,13882.0,
36,1EQgZe2mA5ssnz6NuqE8BIJvpo_BT31haiX8LV9-zgtc,FIS Leads meeting notes 2/3/26,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Leads Meeting Notes/FIS Leads meeting notes 2/3/26,application/vnd.google-apps.document,https://docs.google.com/document/d/1EQgZe2mA5ssnz6NuqE8BIJvpo_BT31haiX8LV9-zgtc/edit?usp=drivesdk,export,text/plain,rag_downloads/FIS Leads meeting notes 2_3_26.txt,export,538.0,
37,1-4b0k8EmmMp02N0811mtkay8reH388nXIFNpkCQ2neA,FIS AE199 HW1,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/FIS AE199 HW1,application/vnd.google-apps.presentation,https://docs.google.com/presentation/d/1-4b0k8EmmMp02N0811mtkay8reH388nXIFNpkCQ2neA/edit?usp=drivesdk,export,application/pdf,rag_downloads/FIS AE199 HW1.pdf,export,856898.0,
38,1oqpioLRv8xTWb_k_prtVP8V7UOq00mAFhjd3ktMgFF0,Copy of Propulsion Module PDR - 2,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/PDR/Copy of Propulsion Module PDR - 2,application/vnd.google-apps.presentation,https://docs.google.com/presentation/d/1oqpioLRv8xTWb_k_prtVP8V7UOq00mAFhjd3ktMgFF0/edit?usp=drivesdk,export,application/pdf,rag_downloads/Copy of Propulsion Module PDR - 2.pdf,error,,"HTTP 403: <HttpError 403 when requesting https://www.googleapis.com/drive/v3/files/1oqpioLRv8xTWb_k_prtVP8V7UOq00mAFhjd3ktMgFF0/export?mimeType=application%2Fpdf&alt=media returned ""This file is too large to be exported."". Details: ""[{'message': 'This file is too large to be exported.', 'domain': 'global', 'reason': 'exportSizeLimitExceeded'}]"">"
39,1T2aTguT7bZv4m4h-YPq_WOnQSk5iyAww_6lkr7Cb1Z4,Propulsion Module PDR - 2,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/PDR/Propulsion Module PDR - 2,application/vnd.google-apps.presentation,https://docs.google.com/presentation/d/1T2aTguT7bZv4m4h-YPq_WOnQSk5iyAww_6lkr7Cb1Z4/edit?usp=drivesdk,export,application/pdf,rag_downloads/Propulsion Module PDR - 2.pdf,error,,"HTTP 403: <HttpError 403 when requesting https://www.googleapis.com/drive/v3/files/1T2aTguT7bZv4m4h-YPq_WOnQSk5iyAww_6lkr7Cb1Z4/export?mimeType=application%2Fpdf&alt=media returned ""This file is too large to be exported."". Details: ""[{'message': 'This file is too large to be exported.', 'domain': 'global', 'reason': 'exportSizeLimitExceeded'}]"">"
40,19Kommc_I5PyEs_AVWX6OcYd-82em-ITKqAQVGYkjjVM,FIS IDR Notes,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/PDR/FIS IDR Notes,application/vnd.google-apps.document,https://docs.google.com/document/d/19Kommc_I5PyEs_AVWX6OcYd-82em-ITKqAQVGYkjjVM/edit?usp=drivesdk,export,text/plain,rag_downloads/FIS IDR Notes.txt,export,1280.0,
41,1OCX1vEQ4in5Qzt-DVlJerWpiHotuPGwljhF6HO_AJCA,Propulsion Module PDR,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/PDR/Propulsion Module PDR,application/vnd.google-apps.presentation,https://docs.google.com/presentation/d/1OCX1vEQ4in5Qzt-DVlJerWpiHotuPGwljhF6HO_AJCA/edit?usp=drivesdk,export,application/pdf,rag_downloads/Propulsion Module PDR.pdf,error,,"HTTP 403: <HttpError 403 when requesting https://www.googleapis.com/drive/v3/files/1OCX1vEQ4in5Qzt-DVlJerWpiHotuPGwljhF6HO_AJCA/export?mimeType=application%2Fpdf&alt=media returned ""This file is too large to be exported."". Details: ""[{'message': 'This file is too large to be exported.', 'domain': 'global', 'reason': 'exportSizeLimitExceeded'}]"">"
42,1fw6BQE8gj2jItT5Js0p-MqsNk2wZlu90JI9DZ7MzyIQ,Old PDR slide,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/PDR/Old PDR slide,application/vnd.google-apps.presentation,https://docs.google.com/presentation/d/1fw6BQE8gj2jItT5Js0p-MqsNk2wZlu90JI9DZ7MzyIQ/edit?usp=drivesdk,export,application/pdf,rag_downloads/Old PDR slide.pdf,export,1471767.0,
43,1LT1jXr5J5SoteoqHbulAxX1-xLjhaQb2AJKkggnNOSE,Active Department Notes,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Active Department Notes,application/vnd.google-apps.document,https://docs.google.com/document/d/1LT1jXr5J5SoteoqHbulAxX1-xLjhaQb2AJKkggnNOSE/edit?usp=drivesdk,export,text/plain,rag_downloads/Active Department Notes.txt,export,22426.0,
44,1TJgAPtX1to8jpJjE3sMCiXVk7qQnfCZhk2RDAH-McM8,SSC Items,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/SSC Items,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1TJgAPtX1to8jpJjE3sMCiXVk7qQnfCZhk2RDAH-McM8/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/SSC Items.xlsx,export,12904.0,
45,1rstkRy1rD_PDtwlqfTZkZLNDOB47t1DEVU7OEa5OXsM,P&ID Finalization,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/P&ID Finalization,application/vnd.google-apps.document,https://docs.google.com/document/d/1rstkRy1rD_PDtwlqfTZkZLNDOB47t1DEVU7OEa5OXsM/edit?usp=drivesdk,export,text/plain,rag_downloads/P&ID Finalization.txt,export,1844.0,
46,10dKcp8OgUpUGHcYJX324TwKNdbW4gL8VX6iWTov8hyU,Onboarding (With retrospective),Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Archive/Onboarding (With retrospective),application/vnd.google-apps.document,https://docs.google.com/document/d/10dKcp8OgUpUGHcYJX324TwKNdbW4gL8VX6iWTov8hyU/edit?usp=drivesdk,export,text/plain,rag_downloads/Onboarding (With retrospective).txt,export,2615.0,
47,1rZ8FJ7PDQlsm6I1CLJhw06rGk1XwUnSvRoGoizQ1JXM,Active Testing Note Document (SP2025),Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Archive/Active Testing Note Document (SP2025),application/vnd.google-apps.document,https://docs.google.com/document/d/1rZ8FJ7PDQlsm6I1CLJhw06rGk1XwUnSvRoGoizQ1JXM/edit?usp=drivesdk,export,text/plain,rag_downloads/Active Testing Note Document (SP2025).txt,export,2172.0,
48,1ZMWofhVRj7ns7ujiaSkc7_5Ht9Ii_4qB0uNzwN1PtTw,Liquid Rocketry at Illinois Technical Handbook,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Liquid Rocketry Bible/Liquid Rocketry at Illinois Technical Handbook,application/vnd.google-apps.document,https://docs.google.com/document/d/1ZMWofhVRj7ns7ujiaSkc7_5Ht9Ii_4qB0uNzwN1PtTw/edit?usp=drivesdk,export,text/plain,rag_downloads/Liquid Rocketry at Illinois Technical Handbook.txt,export,22090.0,
49,1Kx4gslI0l48Ok_vUJx7xx8bdNUPWnbIq,Overture 10/7/2025.pdf,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Liquid Rocketry Bible/Overture 10/7/2025.pdf,application/pdf,https://drive.google.com/file/d/1Kx4gslI0l48Ok_vUJx7xx8bdNUPWnbIq/view?usp=drivesdk,download,,rag_downloads/Overture 10_7_2025.pdf,download,22563174.0,
50,1hVYR-ddJNK3R_neTcsoZFAZt8TCT5fAuB1GEFLa0DlA,FIS Propulsion Module: SRR Slides,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/SRR/FIS Propulsion Module: SRR Slides,application/vnd.google-apps.presentation,https://docs.google.com/presentation/d/1hVYR-ddJNK3R_neTcsoZFAZt8TCT5fAuB1GEFLa0DlA/edit?usp=drivesdk,export,application/pdf,rag_downloads/FIS Propulsion Module_ SRR Slides.pdf,export,2229606.0,
51,1ItmcxwBKoqEU2CX7LlCiOJRviTe_rCQlIKqAbXNz0HQ,FIS SRR Notes,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/SRR/FIS SRR Notes,application/vnd.google-apps.document,https://docs.google.com/document/d/1ItmcxwBKoqEU2CX7LlCiOJRviTe_rCQlIKqAbXNz0HQ/edit?usp=drivesdk,export,text/plain,rag_downloads/FIS SRR Notes.txt,export,3835.0,
52,1vPj_iv4GxISFvgXbq3idrhunilLBlKeY,Solid_2025_SRR.pptx,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/SRR/Solid_2025_SRR.pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,https://docs.google.com/presentation/d/1vPj_iv4GxISFvgXbq3idrhunilLBlKeY/edit?usp=drivesdk&ouid=116749996814235097494&rtpof=true&sd=true,download,,rag_downloads/Solid_2025_SRR.pptx,download,8797529.0,
53,12tM8-XkHcoZLx-TGs-IArF7Qwl5C6_UmYGmMpR5y6oE,Check Valve Troubleshoot Task Document ,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Templates/Check Valve Troubleshoot Task Document ,application/vnd.google-apps.document,https://docs.google.com/document/d/12tM8-XkHcoZLx-TGs-IArF7Qwl5C6_UmYGmMpR5y6oE/edit?usp=drivesdk,export,text/plain,rag_downloads/Check Valve Troubleshoot Task Document.txt,export,5081.0,
54,1jN6qtEXvA2LKTY5_ILvoM-axjloI27tx8yp-8Fnl7mY,Copy of Task Document Template,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Templates/Copy of Task Document Template,application/vnd.google-apps.document,https://docs.google.com/document/d/1jN6qtEXvA2LKTY5_ILvoM-axjloI27tx8yp-8Fnl7mY/edit?usp=drivesdk,export,text/plain,rag_downloads/Copy of Task Document Template.txt,export,454.0,
55,1I-IQr8zqw9Du8PHVtGIg6naGO_mbbI-ydtFYEYSVVFg,Task Calendar Template,Technical Teams/Fluids and Internal Structures/Leadership (Lead Folder)/Templates/Task Calendar Template,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1I-IQr8zqw9Du8PHVtGIg6naGO_mbbI-ydtFYEYSVVFg/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/Task Calendar Template.xlsx,export,18922.0,
56,1blY4xppTWJaSNQHxCuezsCCQ3VYAv50STmQ3v3KGJ44,SSShit,Technical Teams/Fluids and Internal Structures/Archive (legacy)/SSShit,application/vnd.google-apps.spreadsheet,https://docs.google.com/spreadsheets/d/1blY4xppTWJaSNQHxCuezsCCQ3VYAv50STmQ3v3KGJ44/edit?usp=drivesdk,export,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,rag_downloads/SSShit.xlsx,export,6476.0,
57,1xcYWDAlUg5ryvbeNHmn94itR7u8kh7l8UInG-uKaFsk,Testing team structure,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Testing team structure,application/vnd.google-apps.document,https://docs.google.com/document/d/1xcYWDAlUg5ryvbeNHmn94itR7u8kh7l8UInG-uKaFsk/edit?usp=drivesdk,export,text/plain,rag_downloads/Testing team structure.txt,export,200.0,
58,1kzqXV4h8QIg-6MeU3rb1Dn1gnDyg_dHc--Qf4AgWIko,Testing Tasks,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Testing Tasks,application/vnd.google-apps.document,https://docs.google.com/document/d/1kzqXV4h8QIg-6MeU3rb1Dn1gnDyg_dHc--Qf4AgWIko/edit?usp=drivesdk,export,text/plain,rag_downloads/Testing Tasks.txt,export,4455.0,
59,1SwX6lf-_Br9P844X-fjUTUvnZ7dkRXukNluGxjtfF_w,Tube sızıng,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Tube sızıng,application/vnd.google-apps.document,https://docs.google.com/document/d/1SwX6lf-_Br9P844X-fjUTUvnZ7dkRXukNluGxjtfF_w/edit?usp=drivesdk,export,text/plain,rag_downloads/Tube sızıng.txt,export,757.0,
60,15x1Ly0Gz6R0SoCDDTHTJ8K4x46P8VYeYokOr1N6QZIk,Globe Valve Search for E-Reg,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Globe Valve Search for E-Reg,application/vnd.google-apps.document,https://docs.google.com/document/d/15x1Ly0Gz6R0SoCDDTHTJ8K4x46P8VYeYokOr1N6QZIk/edit?usp=drivesdk,export,text/plain,rag_downloads/Globe Valve Search for E-Reg.txt,export,296.0,
61,1lZhurOJCNQdjcwpXxO0gFntDul7xQjOkIbVZ4TAtIH0,Nitrogen tanks on ground?,Technical Teams/Fluids and Internal Structures/Archive (legacy)/Nitrogen tanks on ground?,application/vnd.google-apps.document,https://docs.google.com/document/d/1lZhurOJCNQdjcwpXxO0gFntDul7xQjOkIbVZ4TAtIH0/edit?usp=drivesdk,export,text/plain,rag_downloads/Nitrogen tanks on ground_.txt,export,1440.0,
