index,source_id,source_path,file_type,word_count,decision,reason
264,1oOGZmCS5LIRuW5veQfI0_e6GCJwAtcG6,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/okayasu-et-al-2012-small-lox-lh2-turbopump-for-a-1-ton-thrust-class-rocket-engine.pdf,pdf,2523,keep,kept
265,1qSC5U1OhKVj0yJEfU5Ky1ywH3OYlMDOt,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/978-3-030-46466-0.pdf,pdf,107559,skip,word_count=107559 > 50000
266,17pqxEYJsgm3CdXlVEaqMjUidB6qszhpM,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/A-Practical-Guide-to-Rotor-Dynamics.pdf,pdf,7238,keep,kept
267,1xwdDk6YGKPi3xy71RejTLssgonh5Lt5mLNZ4ytgweVk,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/(SEE PG 91) Differential_Equations,txt,27991,keep,kept
268,11RnKoYtl03_B9ansLVi13imvA2KlL2N8,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/guay.pdf,pdf,3138,keep,kept
269,10MkbCUNGSaQjXtHQgDMGIOkAgOu8mwVA,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/ADA065554.pdf,pdf,14194,keep,kept
270,18FDH6MW4ukMdxLPqvy1txvTeDdxGTUhR,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/(SEE PG 91) Differential_Equations.pdf,pdf,68950,skip,word_count=68950 > 50000
271,1KZ3g_C5r50hECDVF9W22GKw_5WwtLmxt,Technical Teams/Pumps/Pumps Design/Design Documentation/Rotordynamics Simulations/Rotordynamics/Article Review/Marscher Texas AM End Users Guide to Centrifugal Pumps 2020.pdf,pdf,16254,keep,kept
272,1CHlFgK-k7OfdJuTgfV3wh8DtetWSqgpDQAOm3WIzHfU,Technical Teams/Pumps/Pumps Design/Design Documentation/Wall Thickness Calculations,txt,94,keep,kept
273,1gSnr_0E0woqr4CUr3mbBpEG2UGsjxzqb4auM4ozc-WU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Shaft Seal Resources,txt,208,keep,kept
274,1kkV9E27gfd79Xjd_QTnDVSR4zlzXS92g,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/ISO_TR_1281-1_2008(E)_BasicDynamicLoadRatingAndBasicRatingLife.pdf,pdf,15393,keep,kept
275,1NNnkmJZQ_QcRajEag1QgJmYpFVrEO1jQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/ShakerResearchCorp_RotorBearingDynamicsTechDesignGuide_Part2.pdf,pdf,14194,skip,duplicate_text_hash
276,1NJNBihTKSuIP4ofrP_S0DyNipc2fi2Hn,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_BallRollerBearings_Info.pdf,pdf,314107,skip,word_count=314107 > 50000
277,1pL49NPhLpGYJziYOftbNs7IY36T1doGf,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Service_LIfe_of_Universally_Loaded_Deep_Groove_Ball_Bearing_Depending_on_Internal_Clearance.pdf,pdf,3150,keep,kept
278,1HPW9FMEz_6KTZM9prHORGC8AHCUvsGvr,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Łukasz Breńkacz - Bearing Dynamic Coefficients in Rotordynamics_ Computation Methods and Practical Applications-Wiley-ASME Press (2022).pdf,pdf,61469,skip,path_contains:asme
279,1goHDm4sVLcbAxJcz5W9ObUMJAUHOUNjm,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/Dyrobes-Chapter-6.pdf,pdf,26834,keep,kept
280,1K1F7HkjrLhewX4CURlYCyEOhrkwk15mf,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/A-Practical-Guide-to-Rotor-Dynamics.pdf,pdf,7238,skip,duplicate_text_hash
281,1iJNagjyTXoRZRrw6UIFVEmMUQG5FIQyi,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/guay.pdf,pdf,3138,skip,duplicate_text_hash
282,1guj3iyaL87rDQthrD0djvVWPAVps5CKQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_BearingInternalClearancePreload_Info.pdf,pdf,7940,keep,kept
283,1wx79yYhLeRssfZbHRC0ZX_l99LdNZ6tT,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bearing Research/NTN_DeepGrooveBallBearings_Info.pdf,pdf,14067,keep,kept
284,1kAE7hGyLWpxgzpb6HZl_oiJp69SqEPNyJE7A6uHRmN0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/CFD Research,txt,82,keep,kept
285,10mBO-tjnvTeJ4VAj0jSgyj-8FqQ3HptNByLjI9Pi-l8,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Wave Spring Research,txt,725,keep,kept
286,19gkjHWQh93CEbd76xy-TbX2cIqa3wY5p,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Labby Seal Ideas.pdf,pdf,163,keep,kept
287,1Z-5AzuMDHV6AkszhUzEnmUExjMDqlDHm,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/PEPumpEquations.docx,docx,270,keep,kept
288,1syMMMxRgcIObH8-YJOQ7PWMxGi11U_2WUcYXjud33OY,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Bolt Preload,txt,18,keep,kept
289,1UkB3wFAF8LffUMb4JRjgEHgJo-9MRu2sfJlEhr5R_hs,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/ Effect of Bearing Heat,txt,509,keep,kept
290,1Y8pGK37rGKhQWCHJM8JQiUTJDupGGnm1,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/NTN_ballAndRollerBearingCatalog.pdf,pdf,314107,skip,path_contains:catalog
291,1fQdQjRzgwlur3jDYBGOMgo6EOc-RqMKv,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Atlas-of-Failures-for-Hertz-Contact-Machine-Elements.pdf,pdf,172213,skip,word_count=172213 > 50000
292,1OslgriI3nQ5MFbgVkCB4qJUYTMtTAdwg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/PEPump Thrust Calculation.pdf,pdf,113,keep,kept
293,19RwImYZ5_ChcbWFlHIpn_ZSBmllzEnGIgVIkh7aAVgU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Bearing Options and Resources,txt,26,keep,kept
294,1ag2ivjeE9bWO2nOw87OpY_yr_g-gW02d,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Numerical Optimal Design of Impeller Back Pump-Out Vanes on Axial Thrust in Centrifugal Pumps.pdf,pdf,4055,keep,kept
295,10cfIvUj7Eo4tt1YeY3ePx1Ezh256ipva,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Review of parameters influencing hydraulic forces on centrifugal impellers.pdf,pdf,7020,keep,kept
296,1N-TyCDGcMzWNWfwnyQUoJj5ESVA9sFlw,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/An Experimental Investigation of Radial Thrust in Centrifugal Pumps.pdf,pdf,4039,keep,kept
297,15JKv_T0e0Yj3evuzvPgLsOWOcxZi_Oa1,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2024/Pump Bearings/Axial Thrust Behavior in LOX-Pump of Rocket Engine.pdf,pdf,6359,keep,kept
298,1YEEQ5cOMJgt725uEw9XkQprkGGVvu1JQ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/1950140.pdf,pdf,273,keep,kept
299,1kmB9J_hcq26mm11UN_JVOpKwn-VCEkEGo1ubTTD0Ug8,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Materials for Cryogenic Pump,txt,239,keep,kept
300,11yqxuhyhxpmkCtXMKaEcb7-i7JrH_Vhg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/impellerBearingResources.pdf,pdf,16208,keep,kept
301,1ImS_eG9l-blqQKs5rgw4Qnts_TCM9p7l,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Impeller/shaft ratios.pdf,pdf,3235,skip,duplicate_text_hash
302,1WMSYMs9QRqbEvXqqo_s701mZiLxbRjoV,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Other Resources/Centrifugal Pumps Textbook.pdf,pdf,333068,skip,path_contains:textbook
303,1yztmAKIIS3XcR3EmUfJVpr31Ob8SiP19,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Other Resources/Design_and_Fluid_Dynamics_Features_of_a_Low-Flow_H.pdf,pdf,3235,skip,duplicate_text_hash
304,1ZzDSvWxYyPH5RL_XZ2McxS3oxl3U9oBa,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/High Pressure Pumps for Rocket Motors.pdf,pdf,8304,keep,kept
305,1y_BrvyYoCbKhD5AqIUkgwkVZGsVg6pV0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Development of Some Unconventional Centrifugal Pumps.pdf,pdf,18790,keep,kept
306,1foEB3HOkHMmYvHWuu0lNYjd3N-Ltgexp,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Barske Pump Resources/Rotating and Positive-Displacement Pumps for Low-Thrust Rocket Engines.pdf,pdf,33943,keep,kept
307,17-rFpNE0FmII1aS3YBHmm93NH8PblnS7,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Shaft Manufacturing Research.docx,docx,395,keep,kept
308,1ZbxmB8oTp03AkeS3crAxp_DL5Fm8GCLj,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Seals/Liquid Rocket Engine Turbopump Rotating-shaft Seals.pdf,pdf,61082,skip,word_count=61082 > 50000
309,1tNczDOsWvsSJx3tcPy1q4_DQ_VJ0GalE,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Eqns and Nomenclature for Curvic Coupling Design and Application.pdf,pdf,9438,keep,kept
310,1zuv7laqrj1-uT01hLwI93laBPiEI-hvi,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/NASAbearingdata.pdf,pdf,12752,keep,kept
311,1Q7fPGjl6WF1HIlGak4VB4OlV9wlLqtV4quADSz0tXvU,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Links to Bearing Resources,txt,26,keep,kept
312,1s1UOD3-OBSTOyB6D6Iffic22hstHHP19,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Bearings / Fittings/Impeller-Fits-to-Shafts-Explained.pdf,pdf,748,keep,kept
313,1xkIHbT0Wm81F8-4pBaNdnmhVK_m_8Nph,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Manufacturing / Machining/machines-11-00373-with-cover.pdf,pdf,5033,keep,kept
314,155iyWWgh7JRL76PnIy5dOURS93nJ6qcS,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Manufacturing / Machining/Study of Manufacturing Processes for Liquid Rocket Turbopump Impellers Test and Analysis.pdf,pdf,5756,keep,kept
315,1IZmpgEjcxikQZ-EzdygjCWnBQZjzUOtz,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Handmade Notes/Sealing Basics.pdf,pdf,11,keep,kept
316,1Id-ZS0uxx9BfHZig3-7q3hmIPjtcJhxW,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/Handmade Notes/LRI Notes - CURVIC COUPLING EQNS.pdf,pdf,112,keep,kept
317,12IT2fi_Vbpr3lJkY7nwazTtNXZkbeTMoEc0MRINKIS0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/Website resouces,txt,16,keep,kept
318,1gm0vt3VqGvWfHFPXO7CzzY6GnlHTQ66L,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Liquid Rocket Engine Turbopump Shafts and Couplings - Annotated Version.pdf,pdf,16718,keep,kept
319,1ap-u-KWE9lCKTt7dD3x9ow0Mti5jRpzJ,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/Single-Shaft Turbopumps in Liquid Rocket Engines.pdf,pdf,5591,keep,kept
320,1aAA_-r9auxSFDwhUnJag-hwx-PA5MwJS,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/CENTRIFUGAL_PUMPS_Design_and_Application.pdf,pdf,128031,skip,word_count=128031 > 50000
321,1GtwBc_HVvSK80fPMg0SaWw0q1dUqGToA,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Design Criteria Monograph on Turbopump Shafts and Couplings.pdf,pdf,722,keep,kept
322,1RW2uNkBuwIBg-njNWV_kScTNKFbBV4WM,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Research Papers / Online Resources/General Info/NASA Liquid Rocket Engine Turbopump Shafts and Couplings.pdf,pdf,37627,keep,kept
323,1w85AP6N7sSyhM6SaK_nVQhfigfT-lp9B,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Pump Turbopump Shaft and Coupling/Pump Shaft - Iteration 1/Iteration 1 Pump Shaft - PreCAD Instructional Manual.pdf,pdf,2920,keep,kept
324,1WVkzkoJrLZBl6zN7Hi9-zU0rXLTfZSmN,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/An Overview of Bearing Candidates for the Next Generation of Reusable Liquid Rocket Turbopumps.pdf,pdf,8438,keep,kept
325,1UrM7tI8JiapS6aSiSDYkZIwmAuS_qZw0,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/Leakage performance of floating ring seal in cold.pdf,pdf,7615,keep,kept
326,18jqpwqmxUnQwC4daAQskeXZI0eXpZAy4,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/O-rings/Bearings Research/EVALUATION OF ELASTOMERS AS O-RING SEALS FOR LIQUID ROCKET FUEL AND OXIDIZER SYSTEMS.pdf,pdf,11878,keep,kept
327,1N9fxYLu6KavEGzNpqU0AwWgytbOSlXcv8Q5lOqEcCJg,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Storage Ideas/Materials,txt,46,keep,kept
328,1QMwgBgub807QItnlzDXFSszy3MRyUzmZrHFxMlOp5SM,Technical Teams/Pumps/Pumps Design/Design Research/Design Research 2023/Materials and Cryogenics Research Document ,txt,65,keep,kept
329,1I8FG5Q5W9U_wL0huttyiFmHpQo5Nsw0S,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.2/README.txt,txt,196,keep,kept
330,1e5kZxodcCh3sxBlhkNb-rPBL2dh_p-vj,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.1/README.txt,txt,477,keep,kept
331,16LnfgKPVAEfVG1hG6HzrRDaZNNdfze_Q,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/Post-CDR updates (version 7.0+)/8.0/README.txt,txt,423,keep,kept
332,1bBryO8O0aNwsnDTvdQfCXYDt9pPE_TLc,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/NX older Versions(Retired)/Updated CAD (not really idk what this is)/00 Make sure to reupload files from drive before use.txt,txt,9,keep,kept
333,1wuCd1hM_lUDUIc6vof-S31CJ5x7ELnOp,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/NX older Versions(Retired)/5.0 (Rotordynamics)/00 Make sure to reupload files from drive before use.txt,txt,9,skip,duplicate_text_hash
334,1Jg_ystZK-zNUA79S9ko-SusEVtTMN7yn,Technical Teams/Pumps/Pumps Design/CAD/Geyser Mk2(Current)/NX older Versions(Retired)/2.5/!2.5_README.txt,txt,16,keep,kept
335,1ZhCiFFQRWILEMurHJhEh0hpgzP6WU4l-ri_Sfksl0Z0,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/Fall 2024 CDR Geyser Mk2 ,pdf,1699,keep,kept
336,1XgR5MeLI-gTjlf_B9EHSEEQHGIDcB_xdpuscfkFMhlI,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/LRI pumps CDR 2.0 info,txt,572,keep,kept
337,1U_IUeBPxjzFoIkTqFSRFabZmG7R4HgfZ,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/LRI Pumps_ Critical Design Review- Meeting Transcript.docx,docx,12643,keep,kept
338,1GDo1enZ722_ugqEOZFXk3pNzILCtMfcQPwjnUIdx428,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/Pumps CDR 2.0: specific feedback,txt,197,keep,kept
339,1R80Nx1H2OlIw3ylBayjcIc9j9fL840Au4YyZxLRFo0Q,Technical Teams/Pumps/Pumps Design/Design Reviews/Fall 2024 CDR/CDR 2 Prep Notes,txt,106,keep,kept
340,1L8sQuFjB0CuToM9lY2R-L16YmBfRvVB49YE5gwj0sAg,Technical Teams/Pumps/Pumps Design/Design Reviews/Spring 2024 CDR/Spring 2024 CDR Geyser Mk2,pdf,1016,keep,kept
341,1KfIK-PYB9W18fHox9xxRt_S_7yON4mJUdzHMA6E7kWQ,Technical Teams/Pumps/Admin and Meetings/Slideshows/Fall 2025 Slides/Pumps Meeting 10/9/25,pdf,389,keep,kept
342,1tRWJ6wbXyfoZdQwBFdAdGTNfjeAd9i3AGyobEyHiz84,Technical Teams/Pumps/Admin and Meetings/Slideshows/Fall 2025 Slides/Pumps Meeting 9/25/25,pdf,304,keep,kept
343,1XycQB8gpCTQWuIxbsPc1Gu-cDAkuMB7OHj5kkoruMrU,Technical Teams/Pumps/Admin and Meetings/Slideshows/Fall 2025 Slides/Pumps Orientation 9/18/25,pdf,757,keep,kept
344,1Bd6YvyaT3SK3P4BfjTMgLox2_eHRb9BRF_0W1AiAlSg,Technical Teams/Pumps/Admin and Meetings/Slideshows/NX Onboarding/LRI NX onboarding 1,pdf,149,keep,kept
345,1KuIyZzMR8ndA05WAxZp7fier-6SesCbh1D3tnZbVZl8,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/8/7 Pumps General Meeting,pdf,589,keep,kept
346,1n9Fug7KnQgBr0vvqpeBA2wpDcCXlyn6XYgPvx0EJtdw,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/7/10 Pumps General Meeting,pdf,613,keep,kept
347,1djIHb7uqmueqTMBM742eUpf-yek1AayGsjqIK5vicEk,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/6/30 Pumps General Meeting,pdf,539,keep,kept
348,17cEObiO65NKROQKDYip2p1uBUNOQMACMFRP8UebMSyo,Technical Teams/Pumps/Admin and Meetings/Slideshows/Summer 2025 Slides/Summer 2025 Pumps Orientation,pdf,434,keep,kept
349,1PM5D2KYGnHoyls6-cPBlR1Kc3-rSg1PfMtxPRwQT_Nw,Technical Teams/Pumps/Admin and Meetings/Meetings with industry partners/11/8 meeting with NTN,txt,286,keep,kept
350,1nlAEtuY2h0uguhg_2p-8cZjDrEeJh0S1wQEF-kxDTfk,Technical Teams/Pumps/Admin and Meetings/Meetings with industry partners/Barber Nichols Meeting Notes/BN Bearing Meeting ,txt,313,keep,kept
351,15U4MEjdrBy20m34Vkwzs6T6wPpgfdOTBmolC9p_iQ6Y,Technical Teams/Pumps/Admin and Meetings/Meetings with industry partners/Barber Nichols Meeting Notes/BN Team Meeting Notes 12.11.2023,txt,182,keep,kept
352,1l7oMXaN-MXEOIFklqRFxkJrXtm22CqDW367yC1z9Ovo,Technical Teams/Pumps/Admin and Meetings/Lesson Plans/Centrifugal Pumps 101,txt,214,keep,kept
353,1Pjb6YnIpS5UKZS8cXVDO4GD4GvP55f2eRL7PYcMxxXw,Technical Teams/Pumps/Admin and Meetings/Lesson Plans/Bearings + shaft alignment 101,txt,244,keep,kept
354,1YJQOPfYjV9a3tFTJkw7tGRN5i6K2qUf60ieIPE7-r2w,Technical Teams/Pumps/Admin and Meetings/Lesson Plans/What is Specific Speed,txt,160,keep,kept
355,18V3X5wDrn6g4r-ON0jDpgbteQSO2l5GdfEnusHzMOLI,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Task Docs/Pumps task doc: ARCHIVE,txt,303,keep,kept
356,16FILppydg7btgN03gHS_b8o_7fMDc2aQNkmcRU0ITJ0,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Task Docs/Pumps task doc: CURRENT,txt,1197,keep,kept
357,1ECcmyKmMS_JfNyZlYtSrKDwCQaOYO5o7ULiQjBrcG88,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 25/1/28 Pumps meeting notes,txt,1039,keep,kept
358,1Ter8UY3Qy2KAmBrOMD0a0v1RcbLwSeF5PTOGf_BQjAg,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/10/28 meeting notes ,txt,163,keep,kept
359,1LlOZuJCEGlkR7XkOH7mhETQNuqnrdMsbGtnJKp_Qa5I,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/10/21 meeting notes ,txt,113,keep,kept
360,1m-974KFMd1KT3uxSlULq-RVRn8wwkK3MElyS6CNaTjs,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/10/7 meeting notes ,txt,232,keep,kept
361,1BKsH6WqPEPiy_Ol60pRsOXesuWHB4CiCie4ILFeLGbA,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/30 meeting notes ,txt,253,keep,kept
362,1ftRN9dvjZjUl1TNVVgr4z9k7yyEwT_6phItva5kEQEY,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/23 meeting notes ,txt,277,keep,kept
363,10Gi90F3AAn4KK-gY9vNxqVaifUfp-u3AtnZnMcEWzaI,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/16 meeting notes ,txt,825,keep,kept
364,165lszVBATZuyY2xHtaXwRlBeh8ap4gdyIni_ZxG_uvw,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/9 meeting notes ,txt,1387,keep,kept
365,1FsfhLIeir-Gk__axwVWvkXQzG-Iml3Xg67tQwGAuaj4,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/9/2 meeting notes ,txt,1331,keep,kept
366,1NzIncZ2RXhtIxQ5YWyqA9wEZ0nPcQqkB4eW5yq5Y4dc,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/Pumps meeting notes template,txt,117,keep,kept
367,1wCjcxsnoUCgJpugyJw-rT9joflzO3N0xkiwlLt4397s,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Fall 24/8/9 meeting notes ,txt,490,keep,kept
368,1g2TctrUBbUsQ3aJMtjKfkbzpYiYCw2S5l0FL_w5IO_U,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 6/21,txt,566,keep,kept
369,1hHtSqTbfGYdZ1rrd6tExJDTFdKkuY85W5nggx2i9lis,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 6/9,txt,793,keep,kept
370,1DH3YxB81XrHvyPmnOWedk40aArP9-eCe5ZbZzGYs1yA,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/30,txt,1956,keep,kept
371,1tbJKV7Tieqzxx3jzTNc349CWuS1VHSDb_Gk6knxmR7o,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/23,txt,1099,keep,kept
372,1JdcTdvjxqFMHqi_kHR8w3eKjsKct2517rKtQKXjFS_k,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/16,txt,1182,keep,kept
373,1Qo-n7PzXGRMdKBf0IbN0YNMctRLgaqTBI-MTvgdErM8,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/9,txt,1381,keep,kept
374,1R8edqPNJxO8vNmfGLCFSchWLMxHZ8Ppcup6HPyKfw5s,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 4/2,txt,1381,skip,duplicate_text_hash
375,11yghRQcbD2TlZKOYGtRNHXSVIdnkEjCD72yOitYIDac,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 3/25,txt,1891,keep,kept
376,1z_ha8Ti_rRZUA3sBoOYUiO9yC236fi6x49NooePi_78,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 3/18,txt,1950,keep,kept
377,1vhkgdE3iYxUMIt60vtyMUv-eb3qMgAnes3VMGhF1frc,Technical Teams/Pumps/Admin and Meetings/Meeting Notes/Pumps Team Meeting Notes: Spring 24/Pumps Team Meeting 3/5,txt,1572,keep,kept
378,1TbLPEL9pVYWXo8AveakqEIVZ77o-VeoslrSu7hIIBvs,Technical Teams/Special Research and Development/Onboarding for 2025/LRI Pyrovalve Information Slides,pdf,355,keep,kept
379,1zWwyKLWrRB8a98xoJAZSk75e-gDaPteYqOztVR7QPdE,Technical Teams/Special Research and Development/Onboarding for 2025/First SRD Meeting Presentation,pdf,1027,keep,kept
380,10vRHyXAiqJcj1UqReVQ3JkXvEuLAlc8b,"Technical Teams/Special Research and Development/""Pirated Textbooks for AE"" (Nothing to see)/Fundamentals of Engineering Thermodynamics-Wiley (2018).pdf",pdf,501417,skip,path_contains:textbook
